,Dif10d,Dif14d,Dif18d,Dif21d,AveExpr,F,P.Value,adj.P.Val
ZNF865,-0.0617653906410369,-0.103599347470429,-0.0184887988104899,-0.200039414659413,0.0155404166196214,1.81139846454468,0.151749380499799,0.547580096677669
PHF2,0.0145616600893292,0.199744537200453,-0.0166412038543211,0.0260481157494612,-0.0905844635498304,1.81121467757872,0.15178529307751,0.547580096677669
AP1G2,0.0456399686221174,-0.146852905817487,-0.152846355934178,0.152077226840016,0.194371834751962,1.81114166572508,0.151799562175747,0.547580096677669
INTS8,-0.127218129324043,-0.0632732451890416,-0.152192217828407,-0.0869216530525634,-1.12551573281879,1.81083885915342,0.15185875550573,0.547683821971258
SLC34A2,-0.109084246515237,0.0315422446583962,-0.205586629259394,0.0638816244278997,0.311707181258327,1.81060336221789,0.151904806833401,0.54774011810689
RPS23,-0.0242137130094173,-0.206511909844856,-0.00071385599532281,-0.0909348126985825,-1.70565593006625,1.81012752555992,0.151997898807609,0.547965977408397
ZNF107,-0.126306843916557,0.00649454075242001,-0.0289473605401418,0.211654922172222,0.480257453553166,1.80954059628487,0.152112802794472,0.548248148818744
POP1,-0.146460887676397,-0.263218648696653,0.0825194877761484,0.196439877365872,-0.781923982445809,1.80937739705876,0.152144767860624,0.548248148818744
STX1A,-0.104334321348082,-0.0316408881516999,-0.180931961926946,0.0796671173745177,0.172745528300396,1.80912341475038,0.152194527447254,0.548248148818744
POLR2J2,0.0522612073468434,-0.259190817332688,0.0145749804980393,-0.137333693919656,-2.36597824926444,1.80910544102314,0.152198049427534,0.548248148818744
CBFA2T2,-0.0720102605080089,-0.240420890234829,-0.100883852794541,-0.00625704374975239,0.232172110562228,1.80840856255113,0.152334666264842,0.548630434368156
PDE1C,-0.010445072596009,0.281889189418459,-0.138602608658891,0.058354099220189,0.458886474245598,1.80782014482069,0.15245011511614,0.548936346064581
RMI1,-0.0135367869501349,-0.10069906570348,0.172418486477243,0.237084826434896,-0.305538363668211,1.80763844849982,0.152485781879451,0.548954916638047
GAREM2,-0.0264787159213802,-0.120900683773024,-0.114302958528965,-0.10744221258805,0.0133273759391584,1.80719148246811,0.152573556010869,0.549079700799493
STAMBPL1,-0.0446711471369906,-0.0726516465173182,-0.200105819682888,0.06864842180704,0.326970775969535,1.80709090260513,0.152593314557353,0.549079700799493
GABRR2,0.104456769488441,-0.0287105614197457,-0.175154803707976,-0.0842909826822926,0.193459276903755,1.8069958346365,0.152611992647044,0.549079700799493
MCMBP,0.0416629166919875,-0.227778085186119,0.175492208005203,0.138421877384846,-0.375099373706946,1.80677045244673,0.152656282756739,0.549129247429429
GNPNAT1,0.0692320059599534,-0.0503526014921613,0.0424104453269817,0.338487068086003,0.382800638014099,1.80634554305192,0.152739816883632,0.549213507527483
NCKAP1,0.13257843249131,-0.144124721981608,-0.144358780919047,-0.161719478375467,-0.315171061356873,1.80634077617363,0.152740754274858,0.549213507527483
NUP93,-0.0401974912961076,-0.183619649497997,0.108455024342823,-0.133658122451572,-1.42951530705275,1.80585677833284,0.152835960613545,0.54944604182208
GSDMB,-0.230946600724947,-0.10544405504272,-0.113898382761975,-0.0202678275996215,0.0644228532694132,1.80567836563781,0.152871070706254,0.549462480067446
CACNA1F,0.0689890641809536,0.0860711583443746,-0.223356434459167,-0.110669650335296,-0.108199806679602,1.80551639947462,0.152902951193785,0.549467305937643
UGGT2,-0.0630267723203203,0.151424562306274,-0.0756559937885503,-0.153760042279975,0.146215963769482,1.80523249743369,0.152958848757403,0.549558419666923
APPL2,-0.0325041124970483,0.141367494880394,0.0732883431776265,-0.176137920382774,0.184659748571711,1.80469228803742,0.153065266769313,0.549830973244211
C1QBP,-0.134541476177312,0.0393060097454768,0.13054289528617,0.171997834144979,-0.0991383276016534,1.80443382753754,0.153116207920115,0.549834682482651
FBXO6,-0.126974094687034,-0.05248910866834,0.0131349477160395,-0.159103810794258,0.319867851766917,1.80430601283715,0.153141405714991,0.549834682482651
TAB3,-0.0444157377244681,0.171424351520771,0.0634198203003618,0.152450288352809,0.234846209540334,1.80419445932829,0.153163401089908,0.549834682482651
ALX1,-0.00653814134436742,-0.0218467027939015,0.0246226325786951,0.239100063300193,0.4496968775963,1.80388594809159,0.153224247596992,0.549834682482651
KREMEN1,-0.00375694243700789,-0.229421585391488,0.125916390257202,-0.0135016762943119,0.0274779217797496,1.80375131229051,0.15325080882519,0.549834682482651
SLX4IP,0.0331404392452745,0.152680491402136,-0.0655909394989915,-0.122557640619995,0.45749923318442,1.80348642043325,0.153303080574278,0.549834682482651
AMER2,-0.112595965964957,0.201924884603541,0.0313934694288984,0.0754276289605886,0.110076516529043,1.80332325589401,0.153335287030582,0.549834682482651
NOVA1,-0.121433803317232,-0.0120129960233556,-0.198167124369855,-0.00324962612121049,0.216559713692366,1.80299448084912,0.153400203137775,0.549834682482651
ZNF772,-0.05673562240466,-0.179087072618577,-0.0967592497073402,-0.118844877526432,0.271805721685268,1.80297286559067,0.153404471991216,0.549834682482651
DDX28,0.00702057478435433,-0.0123127020095721,0.0749477475213699,0.170103016946417,0.0316548642229895,1.80280798133179,0.153437039290133,0.549834682482651
RDH12,0.16158745821363,-0.00603597580602713,0.090427429857257,-0.13382224198271,0.126422850136483,1.8026936172011,0.153459632078455,0.549834682482651
RAMP1,0.0472323993711899,0.00157208755849537,0.193359934855962,-0.127007979917128,0.0726596024125649,1.80258910015129,0.153480282449252,0.549834682482651
PLAGL1,0.161704553322966,-0.010633376320163,0.110117937263364,0.0397421778996174,0.358521355323997,1.80253849303522,0.153490282341664,0.549834682482651
ZNF382,0.0282520680540851,-0.0134921721998759,-0.222466637927982,-0.115655461277528,0.122641662052885,1.8024417597511,0.153509398496457,0.549834682482651
FOXS1,-0.00502435713032792,-0.0114890905049201,0.039731757408285,0.235071284333394,0.183429139859531,1.8022531320598,0.153546681355205,0.549834682482651
DGKQ,0.148353714252401,0.0555649465294878,0.153153178343794,-0.0265065007183913,0.186588994617831,1.80220988039316,0.153555231449748,0.549834682482651
C17orf77,0.134208670802945,0.0537647439586645,0.0130675320778549,-0.207781982870352,0.298192742282577,1.80189989920749,0.153616523109194,0.549891785999971
COL7A1,0.0660836923773129,0.0628420251099368,0.132262737200173,-0.21126121255326,-0.0394521035092092,1.80182011815145,0.153632301907511,0.549891785999971
AFTPH,0.012817415760628,0.00491806886190099,0.0203237119645959,-0.265540111290811,0.318771360353875,1.80156360875465,0.153683044271403,0.549917772739242
RELT,0.162013007737062,-0.11744343535397,0.0105902987062119,-0.0962274581822424,0.28681345173423,1.80147443706948,0.153700687995645,0.549917772739242
FAM102B,0.0565856489811048,-0.133544257319095,-0.154670201157163,-0.0711778068285067,0.192117380911232,1.80075796470079,0.153842523900325,0.550120772699293
KIRREL3,0.0454183127102286,-0.113121014655653,-0.0234565914558469,-0.201379304527555,0.275477823629883,1.80073352931835,0.153847363521162,0.550120772699293
SLC5A2,-0.000667378551501036,-0.0745600675588287,-0.0680195814201177,-0.202111778841009,0.114305410206879,1.80072451730921,0.153849148459003,0.550120772699293
KLF10,-0.0284219130526243,0.230296789353982,0.0786760684486446,0.216241861530201,0.129063373113945,1.80027734654803,0.153937741862481,0.550328191800443
INKA2,0.0842646797638707,-0.107056658216489,-0.186724379528977,0.0992843636890944,0.209223683485478,1.7995016363724,0.15409154549874,0.550768609089954
NEUROD4,0.0928554749731718,-0.110623971194561,0.200472339977889,0.100709071773411,0.313195351351947,1.79908265381765,0.154174682494146,0.55095631819606
ADD1,0.000117768243986932,0.155393564944404,0.177058701385837,0.0742835178805156,0.221414564568409,1.79880174558475,0.154230446879114,0.551030803512866
OMD,-0.0395228462236035,-0.0587540766912751,0.0947088933064025,-0.260930426290876,0.546209627029131,1.79842345532757,0.154305574629596,0.551030803512866
HSD17B1,-0.118347493259885,0.10348205841128,0.0649534240758954,0.115907550874139,0.149474403538025,1.79836624512359,0.154316939630404,0.551030803512866
LRFN4,0.00381760047914197,0.195188754309255,-0.101172089423578,-0.0530629589906902,0.10094448318918,1.79825888568631,0.154338269187156,0.551030803512866
GPR25,-0.0415200899163018,-0.0979862493811984,-0.00393407051749375,-0.181226839370968,0.122191220616773,1.79820414279907,0.154349146315362,0.551030803512866
MOSPD3,-0.117607851137794,0.0083357644900785,0.0436271272942119,-0.220109537431632,0.272987142768345,1.79802255278578,0.154385232754916,0.551030803512866
CATSPER2,0.0800178071046081,0.0962608737909996,-0.108742839276674,0.17392380245575,0.322671529171382,1.79760022372487,0.154469192378573,0.551030803512866
H3C1,-0.186095603656775,-0.0132371823011652,0.161749598659742,0.0493906077056137,-0.0102390327405938,1.79754119698549,0.154480930585445,0.551030803512866
RCN3,0.142673957811204,-0.0427192926719416,-0.13474941357593,-0.161883250577207,0.0686107691072108,1.79746973904723,0.154495142075743,0.551030803512866
ABHD14A,0.179493639134006,0.0664102398802808,0.0133354433363543,0.169556866823134,0.250790890379942,1.79737313230426,0.154514357199069,0.551030803512866
FAM163A,-0.107557079652941,0.0397784331863001,-0.0458751818612785,-0.177893678779369,0.301966342003368,1.79723425761449,0.15454198358803,0.551030803512866
RPA2,0.0381665062612841,0.198551080953826,0.111048237935405,0.142088570320657,-1.34365467506389,1.79699167608605,0.154590252165725,0.551030803512866
DCAF4,-0.0480398684854016,-0.260087824323261,0.0593974891461992,0.125902939270482,0.205699741214655,1.79697461604469,0.154593647314675,0.551030803512866
PPM1M,-0.194721391125116,0.106674688987553,-0.0115958032147656,-0.137392477016741,0.146120514085847,1.79578340063688,0.154830896129408,0.551431151848548
FAT4,0.0170050157618485,-0.0131742610927487,-0.0138661874381859,-0.294337742930798,0.0782548861624635,1.79558065601181,0.154871311770421,0.551431151848548
MTMR6,0.0177059744359584,0.0388608594156961,0.135195782493544,0.190199489954235,0.202889114341148,1.79523709726955,0.154939821548118,0.551431151848548
MOXD1,0.0882322946523435,0.14952769575985,0.133923956320673,-0.0195984906756259,0.437373335272577,1.79522934919604,0.154941366954355,0.551431151848548
CHMP2B,-0.0273321811436367,-0.103338016489138,-0.163093502647474,-0.121514695698864,0.325429882362365,1.79506340565781,0.154974469197063,0.551431151848548
ZFP14,-0.00314319503669747,0.00878371646017773,-0.303666196658381,0.0277315000120262,0.460588634619946,1.79498324685143,0.154990461703282,0.551431151848548
RABL2A,0.233196451756632,-0.0789902774203773,0.161945015676402,-0.237934833643479,-0.546785050781103,1.79493737737041,0.154999613872577,0.551431151848548
KLRC2,0.238455623187938,0.0799136302971502,0.108589679497781,0.114726341041613,0.103614688647894,1.79486324660022,0.155014406046075,0.551431151848548
NOP10,0.0116571006732335,-0.228256023288597,0.338838653641793,0.0879752403747345,-0.588289577760494,1.7947302177941,0.155040954338494,0.551431151848548
SIX1,-0.138701119946609,-0.125735244725038,-0.146022362293462,-0.0388873052848547,0.100462842929092,1.79467985159084,0.155051006997336,0.551431151848548
UFD1,-0.169988874013269,-0.164523307501118,-0.0987535108763107,0.0223339329739534,-1.08030779167042,1.79466391030927,0.155054188874,0.551431151848548
MEIOB,0.0539404939300459,0.0968951327771764,-0.187734151566137,-0.165800958678724,0.377668076208981,1.79456601464951,0.155073730248077,0.551431151848548
UBFD1,0.272570512532378,0.0887559312394346,-0.0730901841823136,0.00632049105065099,0.160561434027931,1.79388555655112,0.155209626910374,0.551805338272745
LRRN4CL,0.0665013712241825,0.194899665143664,-0.00476203080800022,0.0650331601783375,0.142119515409366,1.79330067897537,0.155326529210649,0.552051643421244
TFF2,-0.156685408901359,-0.169837903988702,-0.0099722836963114,0.00541344103728097,0.205902420520735,1.79323196274109,0.155340269584936,0.552051643421244
SPEN,0.126607673475126,0.015252197767041,0.0413575482421799,0.174544415668785,0.179275078151742,1.79240693168174,0.155505335426026,0.552529127235482
GNAT2,0.0706285883453152,-0.135161958140408,0.190390636634522,-0.0286666199474574,0.141292511318604,1.79202796927402,0.155581213564721,0.552629686851092
DSCC1,-0.0964364125858182,-0.19114894896812,-0.207924571182726,-0.00201330501889826,-0.174976870835251,1.79191418410257,0.155604003481743,0.552629686851092
NOL6,0.0334637764225426,-0.113261569035242,0.276782973127857,-0.115896093838411,-0.653793427281434,1.79180548410863,0.155625777984465,0.552629686851092
STOML3,-0.211676220988236,-0.0988058923057511,0.0238083129499361,-0.0744236970607846,0.318544024705973,1.79150088117278,0.155686811352444,0.552737331622835
TFCP2,-0.0932436267805845,-0.110778456568388,0.0394255553791525,0.160953499062001,0.251319408522298,1.79130327698902,0.155726418041634,0.552768877455736
ODF4,-0.149084221412911,-0.172724487001993,0.0277121207802923,-0.0292749058596778,0.244183588742105,1.79110182561794,0.155766806121209,0.552803183932725
PCDHB14,-0.0327391460458472,0.168816756259514,-0.200094160758657,0.132585759847681,0.553269397645354,1.78986406410285,0.156015187339808,0.553407534374882
PGBD1,-0.0335613916958408,-0.0108565433913867,-0.218049691082682,-0.156500679579841,0.434943751869219,1.78986238096879,0.156015525360927,0.553407534374882
PRAMEF6,-0.138470964905322,-0.274241966048539,0.0628365425969764,-0.343549853399626,-1.02820137280871,1.78979345541892,0.156029368192285,0.553407534374882
FRMPD4,-0.109954804590115,0.191056408427779,-0.14983546208338,0.0428608426901235,0.216359471159458,1.78905425735001,0.15617790339993,0.553788268611493
ADCYAP1R1,0.100009380209054,-0.0546087662529037,-0.205625877404952,-0.0461124858705526,0.346920834193128,1.7888117477974,0.156226664037951,0.553788268611493
MGAT4B,-0.0633241725083216,-0.0994044653525997,-0.173858314003824,-0.107552477439072,0.185832896245029,1.7887998956984,0.156229047489131,0.553788268611493
EPCAM,0.194439235336824,-0.201368938558479,0.148777987209945,-0.0377855361042418,0.0732180168817279,1.78846155463283,0.156297102908509,0.55392038066433
REX1BD,-0.153360415910111,0.0319798358541956,0.126098267341731,-0.0827447833954223,-0.00500708954328803,1.78786816394858,0.156416531092124,0.554172818545721
TSPAN16,0.0592781381070686,0.159299821451308,0.14522153173899,0.0348439584083433,0.155766732092638,1.78773185765384,0.156443977412512,0.554172818545721
CAMKMT,0.163189573103132,-0.117668047071266,-0.0546215254624808,-0.0776278591013534,0.143695340417966,1.78764867023137,0.156460730184642,0.554172818545721
TACC2,-0.0397263307727096,-0.0903000883281842,0.042509793884179,-0.191497632766581,0.160455742372015,1.78704171322113,0.156583016571363,0.554496795349051
PUF60,-0.149525640952984,-0.13717432509292,-0.0964987027653885,-0.00385336740251097,-2.27504664330832,1.78684031477042,0.156623614155429,0.554523895180485
ZIC1,0.0369220167656569,-0.127418922898013,-0.203274272556136,0.00234454465923684,0.158707759770488,1.7865931580853,0.156673449866654,0.554523895180485
KIAA1328,-0.0790866447864578,-0.109825063490673,0.147672234743566,-0.129937239934737,0.441448130331466,1.78639920224136,0.156712569370469,0.554523895180485
SLC11A1,0.034415461524586,-0.0613818723455884,-0.0096239640856508,0.212256997958232,0.166157856024294,1.78635800858044,0.156720879082669,0.554523895180485
SPN,-0.0199184848724985,-0.113476973520703,-0.175602366892875,-0.0231756600294526,0.403705056736963,1.78593306738551,0.15680662501527,0.554523895180485
SMUG1,-0.013873271487362,0.189878315193416,0.0522300450233179,0.0655730559466303,0.245336078598358,1.78577805208064,0.156837916046978,0.554523895180485
ACD,0.182585740948169,-0.095588844288658,-0.00695514034133884,-0.0834785094005987,0.139216762412442,1.78525898781265,0.156942738210626,0.554523895180485
PPP1R37,0.0434497844255744,-0.146708082847232,-0.172023942956724,-0.0737025052080155,-0.0164189879031629,1.7851840883968,0.156957869463658,0.554523895180485
GBX1,-0.00277749317906564,-0.0362294507350068,-0.0167434690673898,-0.22729437466372,0.0391868192697078,1.78514771056857,0.156965219069458,0.554523895180485
KCNA5,0.0218308307767739,0.226651965981707,-0.0533562151359002,0.000474240605485426,0.209665577750917,1.78506148237588,0.156982641571092,0.554523895180485
PRR15,0.0943965066265889,0.0326518543432122,-0.190450894422571,-0.0011415387443616,0.175072318308894,1.78505334290115,0.156984286259918,0.554523895180485
PRDM11,-0.0338309177154517,0.205358074987637,0.074804804465033,-0.061252724850405,0.0668852052766761,1.78495806719191,0.157003539250144,0.554523895180485
AGAP1,0.0101051093354149,0.109887259418095,-0.191707780203809,-0.0671961587811717,0.292895563703688,1.78484248450305,0.157026898945975,0.554523895180485
LRP1,0.04598628497323,0.188754950719578,0.108409532018094,0.00840504008495054,0.0758001622986289,1.78481891435969,0.157031662983207,0.554523895180485
STX5,-0.0542179730806742,-0.233313627644797,-0.119135563907582,0.124825333227065,-1.05393093314282,1.78469140931416,0.157057437001254,0.554523895180485
CCDC138,0.0585106277731479,-0.200470461385494,-0.0657083551749414,-0.213880763325541,0.199226041259191,1.78456115484561,0.157083771118487,0.554523895180485
TMEM236,0.00374431503753098,0.00181399873782606,0.2551000999352,0.095635429307657,0.526574883779594,1.78438414715548,0.157119564551202,0.554541452524477
GPR68,0.035501979885546,0.128922600575468,0.0794186902875013,0.19205917273615,0.244029124470698,1.78403571466281,0.15719004608721,0.554681407971597
MAGEA2B,-0.381984891746363,0.0295085379747879,-0.2038407677604,0.0522644637855482,-0.210476797506199,1.78366673820698,0.157264717438648,0.554737491322032
PCDHGA7,-0.200555185477276,0.000168294118799456,-0.0937127499615604,-0.00163789692916025,0.183807791378592,1.78365249346185,0.157267600913338,0.554737491322032
TGDS,0.0462814941995993,0.0208254392964796,-0.0483564788641688,-0.225799145478246,0.497693375402159,1.78336651493824,0.157325500839229,0.554832955037289
LCN15,-0.128452657799451,0.00209410125536543,-0.063408724760559,-0.212209909600199,0.0275164217806885,1.78300538547847,0.157398646181105,0.554982136142785
LRRC75A,-0.0270438838275111,0.13550344459171,0.106777450928038,0.151689368776248,0.136147836496294,1.78280274676753,0.157439704603189,0.555018143598195
MYO1A,-0.00227656971394141,0.126013976337975,0.160611630943638,0.152758673539186,0.266111192962881,1.78226468251535,0.157548778054447,0.555255685470754
WWC2,-0.185560123224975,0.0399234709877636,-0.170303069402543,-0.000515645782149188,0.125788357735326,1.78216592285288,0.157568806203172,0.555255685470754
CCZ1,0.183982304415773,-0.377443282336435,0.0901053991722585,-0.343990580304096,0.377388461855667,1.781941666785,0.157614293993298,0.555307223775488
TBC1D13,-0.00379746589487556,-0.232164850387744,-0.140895476695696,0.0845385170876695,0.23605115225756,1.78151260270354,0.157701361009252,0.55538846719227
ZBTB1,-0.0111082330143082,-0.226799180908389,-0.00819936783025521,0.0102450900353048,0.293067775803543,1.78127915067521,0.157748753829093,0.55538846719227
CALHM5,0.00104991006039171,-0.222287176680186,0.0444361008419282,-0.083967055652942,0.299668553877758,1.78123294139426,0.157758136392821,0.55538846719227
KMT2C,0.0829725196415747,-0.229744474842551,-0.0700236576036285,-0.0502368100150815,-0.180997304520768,1.78121971918428,0.157760821198227,0.55538846719227
NCS1,-0.0556023769475008,-0.0674567519904753,-0.198526312043794,-0.194766469565732,0.291703370997021,1.78098282869962,0.157808930119235,0.555389628110456
STAT5A,0.0628789564643838,-0.126866384370499,-0.163168624985308,0.0605793333724413,0.0638661575610239,1.78091412797261,0.15782288492907,0.555389628110456
CCNE1,-0.124957148248607,-0.0808495199236594,-0.08825698762797,-0.107809757912586,0.00560988205179478,1.78054810728798,0.15789725334924,0.555542100605933
PQBP1,-0.0572628361935144,-0.0821323524823331,0.128645031147882,0.137538777043126,-0.151491887672941,1.78033306063654,0.157940962910545,0.555542100605933
SLC38A9,0.0229339493748737,-0.00555714508159971,-0.21121145477937,-0.129780905227099,0.315071766003736,1.78019901087961,0.157968215415093,0.555542100605933
HAS1,0.0324316728161458,-0.114446804141999,0.217909563985759,-0.0398969938121862,0.166895003808112,1.78009327837913,0.15798971426669,0.555542100605933
CIRBP,-0.0331985786082302,0.0031712647406128,-0.153425601095362,0.182655791236979,0.205524091275915,1.77985731657819,0.158037703414542,0.555602266029281
B3GALT2,-0.00151469808438925,0.216524139706741,-0.213103659754344,-0.0855764054697601,0.276834829264175,1.7795860644119,0.158092887638323,0.555683512429935
KCNV1,0.117547412910644,0.143768552884845,-0.0965686121737474,0.0833464788984158,0.287687988312507,1.77916645330107,0.158178291973484,0.555683512429935
TAFA4,-0.0457433492833048,-0.0633859944656413,-0.0891518996949547,-0.207869891087179,0.159842856808074,1.77902097325506,0.158207912498964,0.555683512429935
DISP1,-0.0393537147814204,-0.0121736097137842,-0.151028269034693,-0.148495065697195,0.194942362253323,1.77899814514856,0.158212560923653,0.555683512429935
DNAJC25,-0.116843396357358,-0.046506475382835,0.228168498652694,-0.0481959137029773,0.23760756645634,1.77891455262408,0.158229583794454,0.555683512429935
SCLY,-0.0871573354406511,0.0906232361556968,-0.0338554560506423,-0.206703913221412,0.155977582282738,1.77883339104517,0.15824611336025,0.555683512429935
UBA5,-0.017431668579784,-0.121092010990783,-0.000424559447634643,0.19750232111292,-0.0487127286798633,1.77839948341108,0.158334513062003,0.555874385785164
SIRPG,0.141279267795142,-0.0480944632565428,-0.105597606381235,-0.0794767436198534,0.295412945338004,1.77826334937945,0.158362257629898,0.555874385785164
PPIG,0.0969236051700859,-0.0478297563032904,-0.107413667689337,-0.209846805916587,0.260947761191305,1.77729823536103,0.158559089155007,0.556386514614121
TMEM79,-0.055841627571433,-0.0971050006417188,-0.0928039276827381,-0.136927748643542,0.140766968844408,1.77724476141543,0.158570002053088,0.556386514614121
STAT5B,0.145858062158129,-0.0896305327000059,-0.000454380895723409,-0.098958533291245,0.0501060229403297,1.77666498980345,0.158688368891558,0.556693277727784
LRIT2,0.0444910729079239,0.0607291801613109,0.0585028733251794,-0.230504869745121,0.416048964379337,1.77618899549163,0.158785613825587,0.556918332392378
DUT,0.0746751046779983,0.128656866236545,0.152620797054133,-0.102810955728915,-1.6169496436301,1.77583599960795,0.158857768459592,0.556918332392378
MSC,-0.0751712843299993,0.0428292883823029,-0.135448182434817,-0.171633676803848,0.219471007681441,1.77580237637825,0.158864642957411,0.556918332392378
NAGA,-0.00978433901718803,-0.25194872698773,0.0470011854047138,-0.0460371735178134,0.291378257155942,1.77574521975554,0.158876329693218,0.556918332392378
RGPD2,0.369121172490747,-0.244541752981172,0.0281440757886987,-0.642664630462792,-0.363470158543089,1.77557941234612,0.158910236921407,0.556928689701377
EDDM3B,-0.0102034152030969,-0.204451136377702,-0.221263493386843,0.0870063521695724,0.388308359195469,1.77471472848893,0.159087178876444,0.557440235545056
PRPH2,0.161373127603412,0.168030919329701,-0.104821583119768,-0.143753765989104,0.318607352797581,1.77447081972015,0.159137125663079,0.557506678749177
GP9,0.117358862032992,0.0105932067119616,-0.213593378567235,-0.0836822898299514,0.0120779333970119,1.77423167207521,0.159186112554075,0.55756973392748
GATA6,-0.0736425433431616,-0.0504637336858591,0.259870382682382,0.117127201659466,-0.985672021700512,1.77373698612282,0.159287491168143,0.557816237560997
MFSD14B,-0.154341554833521,0.0451019027608446,-0.165565681641811,-0.0359587155864477,0.258180493498708,1.77335194168076,0.159366444593303,0.55784943909656
IBSP,0.165700430346176,0.208059313686509,2.01597598524228e-05,0.051874579327739,0.403239927003042,1.77334225694418,0.15936843094941,0.55784943909656
CLPS,-0.04372757600384,0.0217533887039537,0.118141684614264,-0.184820161959921,0.255380969693236,1.77320627409328,0.159396323853391,0.55784943909656
HERC2,-0.00503132418345945,0.101659348962117,0.127355856243165,0.125061839728918,0.227639529027087,1.77308605738201,0.159420986819014,0.55784943909656
TMTC4,-0.19390875003519,-0.12440318776331,-0.0691182048628158,0.0435741601506506,0.282537734829967,1.77261890840508,0.159516860262125,0.558076388624619
RUSC1,0.189104064377421,-0.0967842886377803,-0.0267150571237138,-0.0765538312931856,0.145559520620531,1.77225135388325,0.159592333947443,0.558136534159829
DCAF11,-0.0829452833300726,0.153400561663141,-0.0624490760498659,0.13144409961332,0.169372854933032,1.77223306086648,0.15959609116058,0.558136534159829
MRPL27,-0.0429373228603883,-0.0366773693400477,0.289283658940169,0.197790776876214,-0.176301982163769,1.77198074638319,0.159647923107752,0.558209304406876
WIPI1,-0.116477336803772,-0.102656359741126,-0.0727886512363083,-0.160698660163329,0.195331781676092,1.77105710827353,0.159837804511323,0.55870470387314
RDH5,-0.0282190739368677,0.121200512293761,0.169541305288653,0.000733245465937588,0.195049006619237,1.77098928432214,0.159851756555447,0.55870470387314
FHL5,-0.00198578569857105,0.0237744585558335,-0.095310552971444,-0.190788663314574,0.148601560769289,1.77083858545287,0.159882761087245,0.55870470387314
ICAM4,-0.101837681137706,0.15342702839302,0.0404196705167417,-0.103484691477209,0.333080658065155,1.77046328963485,0.159959999682655,0.558866072677671
FRS2,-0.091707393817776,-0.0486979541041359,-0.186174991522421,-0.0871761941520346,0.0937975339218687,1.77024959444821,0.160003996195085,0.558878444966286
WDSUB1,-0.182897138900033,-0.0600247648265156,-0.0181407407504451,-0.145093951117006,0.232994511335223,1.76989146353206,0.1600777566265,0.558878444966286
KAT6B,0.147600904019473,0.122135139713722,0.12069664818294,0.0425428242715933,-0.0718998607593191,1.76984747299307,0.160086819211765,0.558878444966286
TASOR,0.104617528909092,0.0284203379865682,-0.106426488170208,-0.196140081888218,0.290828556736237,1.76977753106381,0.160101229143834,0.558878444966286
RPE65,0.0524359004649281,0.187895689017688,-0.0223129067644285,0.155767128967757,0.192497392900388,1.76969203536187,0.160118845317691,0.558878444966286
VCPIP1,0.0311510609383714,0.172992633853696,0.0938776740689175,0.0517549871300984,-0.0204374957973645,1.76943433037181,0.160171956385274,0.5589553939566
CTBS,0.0177947794637038,-0.0540498348854532,0.160379045080925,0.163525030510816,0.316766658755354,1.76893226462445,0.160275478437966,0.559111629372317
DCAF6,0.0802233036607886,0.242850486921711,0.111877644645765,-0.0583083835806505,0.297001568226094,1.76891580092427,0.160278874245674,0.559111629372317
ARHGAP11A,0.0740740300550236,-0.213305623939771,0.144432172688322,-0.151081041707276,0.235674328403923,1.7686502408966,0.160333658571642,0.55919432422554
LRRC37A3,-0.459726335250456,-0.170598049489168,-0.0395247896369932,0.256753600761315,0.746151012343443,1.76795493939567,0.160477185188399,0.559564086746122
FLOT2,-0.0570173411054578,-0.136832083450534,-0.257036863120061,-0.0374618219505176,-0.0969766786330386,1.76783538990692,0.16050187582375,0.559564086746122
RAC3,0.0713197112604761,0.122803172592313,0.027955910497064,-0.205699935614585,0.158510310795271,1.76689136547865,0.16069697786856,0.560135746375242
STAT2,-0.0406184840304323,0.0674719218105279,0.181676062621862,-0.113020002589563,0.161850006224898,1.7666992384314,0.160736713593702,0.560165734590643
CDK11A,-0.0338222564868143,0.185151918660084,-0.0498050628631282,-0.085958801054267,-0.699757131574753,1.76602334367988,0.160876579433564,0.560489481805877
C4B,0.0749460120356336,-0.0385739495888565,-0.122633429938388,-0.174756687998364,0.333573307850573,1.76580387821545,0.160922020262391,0.560489481805877
THAP9,-0.0830886825302225,-0.0644304194581353,0.101797095672174,0.245677596941477,0.166036072621483,1.76579884539056,0.160923062469247,0.560489481805877
VIT,0.0921328020024439,-0.169473791829569,0.0815313257384377,-0.0500341424218618,0.14283791921302,1.76497941637649,0.16109284043869,0.560972223343012
ILDR2,-0.143754035756405,0.178568892545493,-0.0383164057921755,-0.0289254819874621,0.383850514805945,1.7648258879713,0.161124669777997,0.5609744936756
ZNF71,-0.0793786966969071,-0.0469545370412289,-0.211261872393668,-0.0554290825544143,0.314206039193531,1.76366987830094,0.161364532244884,0.561700914815669
KCNJ14,-0.177925058403734,0.0975634802073959,-0.100628708565099,-0.0451427707521823,0.00401833124346086,1.76279224477819,0.16154686974396,0.56209103148309
KRTAP13-1,-0.0124088096337462,0.122284068627992,-0.0747014966222028,-0.163019337165503,0.306960042230759,1.76262855390454,0.161580900764563,0.56209103148309
CXXC5,0.0199961738945358,-0.0162309698293945,0.15259294212687,0.108240727268536,-0.0231815817416442,1.76261529422107,0.161583657737841,0.56209103148309
