gene
ACTL6A
ACTR6
ALYREF
ANAPC4
ANAPC5
AP2S1
ARCN1
ARL5B
ATP6V0D1
ATXN7
BIRC6
BOP1
BRIX1
C11orf24
C12orf66
C14orf166
C19orf43
CAP1
CCNG1
CCNK
CCT3
CCT4
CCT6A
CCT7
CCT8
CDC40
CDC5L
CDK17
CHMP2A
COPA
COPB1
COPB2
COPE
COPS4
COPS6
COPS8
COPZ1
COX10
CPSF2
CPSF3
CSE1L
CTDNEP1
DARS
DDB1
DDX18
DDX21
DDX46
DDX49
DDX51
DDX54
DKC1
DLG5
DNAJC1
DNTTIP2
DYNC1H1
DYNC1I2
EEF2
EIF2B2
EIF2B3
EIF2B4
EIF2S2
EIF3A
EIF3B
EIF3C
EIF3D
EIF3F
EIF3G
EIF3H
EIF3I
EIF4A3
EIF4E
EIF5B
EIF6
ERAP1
ERH
ETF1
EXOSC10
FDPS
FLAD1
FTSJ3
GABPA
GAPDH
GAR1
GEMIN2
GLYR1
GNL3
GTF3C4
HAUS1
HAUS7
HEATR1
HNRNPC
HNRNPK
HNRNPL
HNRNPM
HNRNPU
HPS5
HSPA9
HSPB11
HSPE1
IARS2
ICK
IMP4
IMPAD1
INCENP
INTS9
IQGAP1
ISCU
JMJD1C
KARS
KPNB1
LARS2
LIAS
LSM4
LSM6
LUC7L3
LZIC
MAPK6
MAPKAP1
MED14
MED30
MMAB
MRPS31
MSANTD3
MTFMT
MTX1
NAA10
NAA38
NAPA
NAPG
NCBP1
NEDD8
NHP2L1
NPTN
NUDT21
NUP133
NUP205
NUP54
NUPL1
NUTF2
NXF1
OPA1
PABPN1
PAFAH1B1
PAPOLA
PARN
PCBP2
PDE8A
PDHA1
PFDN2
PFN1
PHB
PHB2
PHF16
PHF5A
PHYH
PLAGL2
POLR1B
POLR2D
POLR2F
POLR2I
POP5
PPIE
PPP2R2D
PPP5C
PREB
PRKAA1
PRKAB2
PRKDC
PRPF18
PRPF19
PRPF3
PRPF31
PRPF38A
PRUNE
PSMA1
PSMA2
PSMA3
PSMA4
PSMB2
PSMB3
PSMB5
PSMB6
PSMC1
PSMC2
PSMC3
PSMC4
PSMD1
PSMD12
PSMD13
PSMD2
PSMD4
PSMD7
QARS
RAN
RBM14
RBM17
RBM22
RBM25
RBMX
RILPL2
RNF139
RPA1
RPA2
RPL10A
RPL11
RPL12
RPL13
RPL13A
RPL14
RPL18
RPL18A
RPL19
RPL23A
RPL24
RPL26
RPL27
RPL3
RPL30
RPL31
RPL32
RPL34
RPL35
RPL35A
RPL36
RPL37
RPL37A
RPL38
RPL4
RPL6
RPL7
RPL7A
RPLP0
RPLP2
RPN2
RPP38
RPP40
RPS11
RPS12
RPS13
RPS14
RPS15
RPS15A
RPS17
RPS18
RPS19
RPS20
RPS24
RPS25
RPS26
RPS27A
RPS3
RPS3A
RPS4X
RPS5
RPS6
RPS7
RPS8
RPS9
RPSA
RRM1
RRM2B
RTF1
RUVBL1
RUVBL2
SARS
SDAD1
SF3A1
SF3A2
SF3B2
SF3B3
SF3B4
SF3B5
SHFM1
SKIV2L2
SLC25A43
SMC3
SNRNP200
SNRNP27
SNRPB
SNRPC
SNRPD1
SNRPD2
SNW1
SON
SRBD1
SRCAP
SRFBP1
SRRT
SRSF1
SSR1
SUPT5H
SUPT6H
SUPV3L1
TBC1D25
TBCE
TCERG1
TDRD3
TFIP11
THOP1
TIMM10
TOMM40
TSEN2
TSTA3
TUBA1B
TUBB
TUBGCP2
U2AF2
UBA1
UBB
UBL4A
USP39
VCP
VTA1
WDR12
WDR33
WDR60
WDR61
XAB2
XIAP
YY1
ZBTB48
ZC3H13
ZC3H18
ZFR
ZNF160
ZNF207
